Budget FY,Fiscal Period,Fiscal Period Name,Function,Spec Dept,Dept #,Dept,Amount
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-283.72
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-26
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-600
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-127
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-7
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-117.48
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-0.34
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-31.85
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-16.78
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-0.18
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-72.91
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-838.8
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-102
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,36
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,776.56
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,840
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,595.39
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,958.96
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,126.87
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,33.5
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,483.63
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,138.05
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,3
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,23
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,11.63
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,188.67
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,64.4
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,70.79
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,375.05
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,117.39
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-56.29
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,760.04
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,101
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,500
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,511.97
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,4
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,54.4
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,16
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,16
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1.46
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,72.95
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0.79
2012,13,July (H/O),Agriculture and Natural Resources,Natural Resources,,,
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,391.12
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,12.24
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,14.42
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,39
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,63.11
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,160.21
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,162.15
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,10
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,27
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,284.32
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,15.61
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,7.26
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,526.34
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,196.61
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,136.69
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,972.67
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,34.13
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,221.2
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,29
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,405.9
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,198.8
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,105.13
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,100.44
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,609.17
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,80.29
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,5
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,15
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,19.05
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,3
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,7.29
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,5.2
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,4.64
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,20
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0.05
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,20.2
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,2.05
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,484.24
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,8
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,63.78
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,430.35
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,2.14
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,8
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,9
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0.73
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,63.7
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,36.57
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,32.52
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,196.99
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,22.27
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,653.45
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,13
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,31
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,332.51
2012,6,December,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,502.62
