Employee Identifier,Year End Date,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Code,Job,Salaries,Overtime,Other Salaries,Total Salary
47256,31-03-2015,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,537.23,0,0,537.23
48121,31-03-2013,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,4,"Painters, Local 1176",7346,Painter,69263.4,2354.88,472.74,72091.02
35482,31-03-2015,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,16,"Theatrical and Stage Employees, Local 16",1777,Media/Security Sys Spec,96418.62,0,13117.8,109536.42
47551,31-03-2015,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,351,Municipal Executive Association - Miscellaneous,923,Manager II,125769.17,0,0,125769.17
10346,31-03-2016,1,Public Protection,DAT,DAT District Attorney,790,"SEIU - Miscellaneous, Local 1021",8131,Victim/Witness Investigator 2,52490.62,0,3991.19,56481.81
11751,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,68083.72,17521.53,3112.38,88717.63
36016,31-03-2017,3,Human Welfare & Neighborhood Development,ENV,ENV Environment,323,Members of Boards and Commissions,111,"Bdcomm Mbr, Grp2,M=$25/Mtg",125,0,0,125
55827,31-03-2015,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1657,Accountant IV,112427.34,0,0,112427.34
35589,31-03-2017,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,91872.71,0,13018.16,104890.87
19683,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",8201,School Crossing Guard,7337.79,0,55.18,7392.97
6662,31-03-2017,1,Public Protection,POL,POL Police,790,"SEIU - Miscellaneous, Local 1021",9209,Community Police Services Aide,72140.4,4125.14,4035.43,80300.97
19229,31-03-2014,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2305,Psychiatric Technician,67877.87,2094.46,6834.9,76807.23
23379,31-03-2016,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,59610.9,0,9521.6,69132.5
17650,31-03-2016,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,2649.6,0,88.33,2737.93
25423,31-03-2016,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,790,"SEIU - Miscellaneous, Local 1021",9920,Publ Svc Aide-Asst To Prof,4693,0,0,4693
31545,31-03-2016,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q002,Police Officer,9390,0,0,9390
19983,31-03-2016,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2450,Pharmacist,153057.1,11934.24,35064.39,200055.73
30890,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,65719.78,10068.29,2015.71,77803.78
55566,31-03-2014,6,General Administration & Finance,REG,REG Elections,790,"SEIU - Miscellaneous, Local 1021",1402,Junior Clerk,360.02,283.86,0,643.88
49443,31-03-2015,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,790,"SEIU - Miscellaneous, Local 1021",5322,Graphic Artist,23764.7,0,0,23764.7
49569,31-03-2017,6,General Administration & Finance,REG,REG Elections,790,"SEIU - Miscellaneous, Local 1021",1404,Clerk,18910.97,1626.83,712.1,21249.9
20351,31-03-2015,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,1,Miscellaneous Unrepresented Employees,9916,Public Svc Aide-Public Works,9314.67,0,0,9314.67
29180,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",8201,School Crossing Guard,8858.26,0,0,8858.26
428,31-03-2016,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H003,EMT/Paramedic/Firefighter,46495.45,64.14,3110.78,49670.37
2541,31-03-2014,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2303,Patient Care Assistant,28769.23,0,3232.18,32001.41
12966,31-03-2015,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,216,"Teamsters, Local 853",7355,Truck Driver,87244.22,7747.87,6280.35,101272.44
5525,31-03-2017,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H003,EMT/Paramedic/Firefighter,124961.53,20870.3,15620.1,161451.93
42746,31-03-2014,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2468,Diagnostic Imaging Tech II,108250.88,0,7275.89,115526.77
28859,31-03-2013,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,39,"Stationary Engineers, Local 39",7373,"Sr Stationary Eng, Sew Plant",93886.02,1524.76,7041.57,102452.35
37264,31-03-2017,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,1950,0,0,1950
49809,31-03-2014,5,Culture & Recreation,FAM,FAM Fine Arts Museum,790,"SEIU - Miscellaneous, Local 1021",8226,Museum Guard,18814.86,4167.83,502.38,23485.07
46828,31-03-2015,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,1,Miscellaneous Unrepresented Employees,9916,Public Svc Aide-Public Works,7756.02,0,0,7756.02
7763,31-03-2016,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q052,Sergeant 3,32160,804,3539.24,36503.24
1678,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",8214,Parking Control Officer,63601.94,13548.07,3462.75,80612.76
33146,31-03-2015,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2467,Diagnostic Imaging Tech I,41556.27,0,1688.41,43244.68
5864,31-03-2013,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",1406,Senior Clerk,57876.16,0,0,57876.16
48081,31-03-2013,1,Public Protection,CRT,CRT Superior Court,792,"SEIU - Court Employees, Local 1021",430C,Deputy Court Clerk III,12811.5,0,0,12811.5
28903,31-03-2017,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,150306.44,0,250,150556.44
4374,31-03-2017,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2303,Patient Care Assistant,46929.72,0,4417.69,51347.41
14694,31-03-2013,4,Community Health,DPH,DPH Public Health,251,"Transport Workers - Miscellaneous, Local 250-A",6122,Sr Environmental Hlth Insp,108264.06,0,5035,113299.06
46242,31-03-2016,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,0,0,3472.78,3472.78
53896,31-03-2014,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,123845.4,0,13344.49,137189.89
21939,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,20889.68,48.46,3494.57,24432.71
39951,31-03-2017,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2574,Clinical Psychologist,114761.7,0,0,114761.7
22290,31-03-2017,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,261,"Laborers, Local 261",7501,Environmental Service Worker,2583,0,35.52,2618.52
15308,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",9102,Transit Car Cleaner,64392.61,24149.98,15280.37,103822.96
40841,31-03-2014,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1054,IS Business Analyst-Principal,124231.5,0,0,124231.5
13832,31-03-2015,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,261,"Laborers, Local 261",7514,General Laborer,63217.9,911.44,6291.27,70420.61
27958,31-03-2015,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,38,"Plumbers and Pipefitters, Local 38",7449,Sewer Service Worker,73949.25,0,40.87,73990.12
53993,31-03-2016,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,216,"Teamsters, Local 853",7355,Truck Driver,83662.81,10392.16,1893,95947.97
47255,31-03-2014,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,62734.31,10375.3,3250.85,76360.46
8341,31-03-2016,4,Community Health,DPH,DPH Public Health,351,Municipal Executive Association - Miscellaneous,931,Manager III,142470.5,0,0,142470.5
50063,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,131181.95,955.07,16768.43,148905.45
33543,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,22297.32,867.6,2199.38,25364.3
52733,31-03-2017,1,Public Protection,POL,POL Police,790,"SEIU - Miscellaneous, Local 1021",1426,Senior Clerk Typist,65615.43,0,626.4,66241.83
47097,31-03-2013,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q003,Police Officer 2,116584,21045.16,20770.03,158399.19
26646,31-03-2013,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2940,Protective Services Worker,91702.11,0,980,92682.11
23889,31-03-2014,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2930,Psychiatric Social Worker,72407.96,0,610.8,73018.76
52679,31-03-2015,1,Public Protection,POL,POL Police,790,"SEIU - Miscellaneous, Local 1021",8238,Public Safetycomm Disp,1233,0,0,1233
17518,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,130,"Automotive Machinists, Local 1414",7382,Automotive Mechanic Asst Sprv,96755.21,19798.23,7083.71,123637.15
28359,31-03-2014,6,General Administration & Finance,BOS,BOS Board Of Supervisors,22,"Prof & Tech Engineers - Personnel, Local 21",1454,Executive Secretary 3,55165.61,0,122.02,55287.63
5503,31-03-2014,2,"Public Works, Transportation & Commerce",DBI,DBI Building Inspection,21,"Prof & Tech Engineers - Miscellaneous, Local 21",6270,Housing Inspector,112412.37,0,0,112412.37
25654,31-03-2016,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,121874.5,108.17,20738.62,142721.29
3723,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,128989.4,0,4141.44,133130.84
43722,31-03-2016,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3602,Library Page,24198.65,0,1011.76,25210.41
26092,31-03-2013,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3630,Librarian 1,41705.88,0,579.02,42284.9
22980,31-03-2014,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,1,Miscellaneous Unrepresented Employees,9916,Public Svc Aide-Public Works,12723.21,0,275.53,12998.74
29166,31-03-2014,5,Culture & Recreation,REC,REC Recreation & Park Commsn,261,"Laborers, Local 261",7514,General Laborer,61137.6,352.2,837,62326.8
6249,31-03-2017,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2940,Protective Services Worker,101403.38,0,0,101403.38
5461,31-03-2013,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,82124.38,0,5575.1,87699.48
7130,31-03-2013,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q062,Lieutenant 3,179764.36,9438.75,28422.34,217625.45
44588,31-03-2017,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",1406,Senior Clerk,59690.7,0,200,59890.7
4493,31-03-2016,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1952,Purchaser,88194.1,0,0,88194.1
47034,31-03-2013,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q062,Lieutenant 3,113936,0,131275.37,245211.37
36035,31-03-2015,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,4022.25,0,50.84,4073.09
13493,31-03-2013,1,Public Protection,ADP,ADP Adult Probation,651,Deputy Probation Officers' Association,8444,Deputy Probation Officer,88106.45,0,0,88106.45
53391,31-03-2013,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,129064.01,0,250,129314.01
16198,31-03-2017,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,116099.54,30572.5,23019,169691.04
7941,31-03-2014,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3289,Recreation Supervisor,73991.47,0,11.91,74003.38
52503,31-03-2014,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,11968.8,0,1994.87,13963.67
31610,31-03-2014,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,1954.69,0,5.56,1960.25
27929,31-03-2016,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q061,Lieutenant 2,158513.79,62637.84,15892.13,237043.76
18342,31-03-2015,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q052,Sergeant 3,114962.96,13937.13,7538.87,136438.96
52951,31-03-2014,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2604,Food Service Worker,5083.48,0,8.94,5092.42
50613,31-03-2014,1,Public Protection,SHF,SHF Sheriff,498,Deputy Sheriffs' Association,8304,Deputy Sheriff,93094.29,11214.06,22385.28,126693.63
30796,31-03-2015,5,Culture & Recreation,REC,REC Recreation & Park Commsn,261,"Laborers, Local 261",3417,Gardener,56600.43,0,0,56600.43
40246,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,1,Miscellaneous Unrepresented Employees,9916,Public Svc Aide-Public Works,3157.95,0,0,3157.95
3640,31-03-2013,5,Culture & Recreation,REC,REC Recreation & Park Commsn,261,"Laborers, Local 261",3417,Gardener,62541.8,357.45,975.26,63874.51
7275,31-03-2016,3,Human Welfare & Neighborhood Development,CSS,CSS Child Support Services,790,"SEIU - Miscellaneous, Local 1021",8158,Child Support Officer II,79647.25,0,624.74,80271.99
15891,31-03-2014,4,Community Health,DPH,DPH Public Health,351,Municipal Executive Association - Miscellaneous,931,Manager III,131206.51,0,1239.18,132445.69
15933,31-03-2017,4,Community Health,DPH,DPH Public Health,1,Miscellaneous Unrepresented Employees,1942,Asst Materials Coordinator,105760.2,13727.03,380.25,119867.48
4065,31-03-2014,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q002,Police Officer,89269.19,1707.18,1240.53,92216.9
13805,31-03-2014,6,General Administration & Finance,ASR,ASR Assessor / Recorder,351,Municipal Executive Association - Miscellaneous,952,Dep Dir II,62229.82,0,0,62229.82
3519,31-03-2016,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2736,Porter,57887.68,0,7745.99,65633.67
47431,31-03-2014,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H020,"Lieutenant, Fire Suppression",155337.39,18225.4,16456.11,190018.9
30191,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",1402,Junior Clerk,45196.08,0,0,45196.08
55420,31-03-2015,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2302,Nursing Assistant,69509.1,32726.81,10205.48,112441.39
23569,31-03-2015,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,790,"SEIU - Miscellaneous, Local 1021",9922,PS Aide To Prof,13582.92,0,0,13582.92
29292,31-03-2013,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H020,"Lieutenant, Fire Suppression",131473.72,11786.47,26110.45,169370.64
29154,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,17344,0,0,17344
20892,31-03-2017,6,General Administration & Finance,CON,CON Controller,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1803,Performance Analyst I,67650.05,0,0,67650.05
33054,31-03-2016,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1094,IT Operations Support Admin IV,75809.79,0,0,75809.79
31656,31-03-2013,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,68074.62,18634.37,2358.96,89067.95
34262,31-03-2016,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1220,Payroll Clerk,7639.8,0,0,7639.8
24042,31-03-2015,6,General Administration & Finance,HRD,HRD Human Resources,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,40372.7,0,0,40372.7
7151,31-03-2015,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3602,Library Page,39448.94,0,1350.13,40799.07
53843,31-03-2013,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",1632,Senior Account Clerk,63024,234.83,0,63258.83
20496,31-03-2013,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,137150,0,9111.52,146261.52
39762,31-03-2016,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,39,"Stationary Engineers, Local 39",7341,Statnry Eng Water Treat Plant,85442.27,1084.12,3996.55,90522.94
56395,31-03-2016,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q003,Police Officer 2,119452.55,11483.1,9274.24,140209.89
54951,31-03-2015,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5174,Administrative Engineer,144159.54,0,0,144159.54
42010,31-03-2013,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5262,Landscape Architect Assoc 1,49107.64,0,0,49107.64
