Region,Country,Item Type,Sales Channel,Order Priority,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,Singapore,Fruits,Offline,C,467798984,970,9.33,6.92,9050.1,6712.4,2337.7
Europe,Bosnia and Herzegovina,Fruits,Offline,M,345435750,970,9.33,6.92,9050.1,6712.4,2337.7
Sub-Saharan Africa,Republic of the Congo,Fruits,Offline,L,100709283,970,9.33,6.92,9050.1,6712.4,2337.7
Asia,Vietnam,Fruits,Online,C,713708198,971,9.33,6.92,9059.43,6719.32,2340.11
Asia,Singapore,Fruits,Offline,L,137340533,971,9.33,6.92,9059.43,6719.32,2340.11
Europe,Bulgaria,Fruits,Offline,H,914977300,971,9.33,6.92,9059.43,6719.32,2340.11
Sub-Saharan Africa,Uganda,Fruits,Online,C,259703767,971,9.33,6.92,9059.43,6719.32,2340.11
Europe,Ukraine,Fruits,Online,L,462155616,972,9.33,6.92,9068.76,6726.24,2342.52
Sub-Saharan Africa,Uganda,Fruits,Online,C,829245316,972,9.33,6.92,9068.76,6726.24,2342.52
North America,Greenland,Fruits,Offline,L,419880998,973,9.33,6.92,9078.09,6733.16,2344.93
Europe,Estonia,Fruits,Offline,C,542244231,973,9.33,6.92,9078.09,6733.16,2344.93
Asia,Turkmenistan,Fruits,Online,M,664607465,973,9.33,6.92,9078.09,6733.16,2344.93
Europe,Hungary,Fruits,Online,H,218611896,973,9.33,6.92,9078.09,6733.16,2344.93
Asia,Sri Lanka,Fruits,Online,H,376423633,973,9.33,6.92,9078.09,6733.16,2344.93
Middle East and North Africa,Jordan,Fruits,Offline,M,298700511,974,9.33,6.92,9087.42,6740.08,2347.34
Europe,Germany,Fruits,Online,C,499969613,974,9.33,6.92,9087.42,6740.08,2347.34
Australia and Oceania,Tonga,Fruits,Online,C,421063745,974,9.33,6.92,9087.42,6740.08,2347.34
Middle East and North Africa,Algeria,Fruits,Offline,M,622332847,974,9.33,6.92,9087.42,6740.08,2347.34
Central America and the Caribbean,Cuba,Fruits,Online,L,665790212,974,9.33,6.92,9087.42,6740.08,2347.34
Australia and Oceania,Fiji,Fruits,Offline,L,456512248,974,9.33,6.92,9087.42,6740.08,2347.34
Australia and Oceania,Papua New Guinea,Fruits,Online,L,132879912,974,9.33,6.92,9087.42,6740.08,2347.34
Middle East and North Africa,Egypt,Fruits,Offline,M,910516679,974,9.33,6.92,9087.42,6740.08,2347.34
Australia and Oceania,Papua New Guinea,Fruits,Online,L,702421462,975,9.33,6.92,9096.75,6747,2349.75
Central America and the Caribbean,Grenada,Fruits,Online,L,623515594,975,9.33,6.92,9096.75,6747,2349.75
Central America and the Caribbean,Cuba,Fruits,Online,M,335331761,975,9.33,6.92,9096.75,6747,2349.75
Middle East and North Africa,Azerbaijan,Fruits,Offline,H,291874396,975,9.33,6.92,9096.75,6747,2349.75
Sub-Saharan Africa,Guinea,Fruits,Offline,C,824784696,975,9.33,6.92,9096.75,6747,2349.75
Europe,Germany,Fruits,Online,L,169511163,975,9.33,6.92,9096.75,6747,2349.75
Middle East and North Africa,Jordan,Fruits,Offline,M,868242061,975,9.33,6.92,9096.75,6747,2349.75
Asia,Brunei,Fruits,Offline,L,948330676,976,9.33,6.92,9106.08,6753.92,2352.16
Australia and Oceania,Tuvalu,Fruits,Online,M,660146844,976,9.33,6.92,9106.08,6753.92,2352.16
Australia and Oceania,Nauru,Fruits,Online,H,983779180,976,9.33,6.92,9106.08,6753.92,2352.16
Australia and Oceania,Samoa ,Fruits,Online,M,371963012,976,9.33,6.92,9106.08,6753.92,2352.16
Sub-Saharan Africa,Liberia,Fruits,Offline,C,782510077,976,9.33,6.92,9106.08,6753.92,2352.16
Middle East and North Africa,Iraq,Fruits,Offline,C,819141328,977,9.33,6.92,9115.41,6760.84,2354.57
Australia and Oceania,Vanuatu,Fruits,Online,M,329688394,977,9.33,6.92,9115.41,6760.84,2354.57
Asia,Indonesia,Fruits,Offline,L,906056058,977,9.33,6.92,9115.41,6760.84,2354.57
Sub-Saharan Africa,Liberia,Fruits,Offline,L,452051627,977,9.33,6.92,9115.41,6760.84,2354.57
Australia and Oceania,Solomon Islands,Fruits,Online,H,941504561,977,9.33,6.92,9115.41,6760.84,2354.57
Europe,Italy,Fruits,Offline,H,366319644,978,9.33,6.92,9124.74,6767.76,2356.98
Middle East and North Africa,Lebanon,Fruits,Online,L,776866710,978,9.33,6.92,9124.74,6767.76,2356.98
Asia,Cambodia,Fruits,Offline,H,287413775,978,9.33,6.92,9124.74,6767.76,2356.98
Central America and the Caribbean,Saint Lucia,Fruits,Offline,H,208507907,978,9.33,6.92,9124.74,6767.76,2356.98
Asia,Bangladesh,Fruits,Offline,H,899229943,978,9.33,6.92,9124.74,6767.76,2356.98
Asia,Japan,Fruits,Offline,H,245139157,979,9.33,6.92,9134.07,6774.68,2359.39
Asia,South Korea,Fruits,Online,M,533322989,979,9.33,6.92,9134.07,6774.68,2359.39
Middle East and North Africa,Qatar,Fruits,Online,M,404133641,980,9.33,6.92,9143.4,6781.6,2361.8
Middle East and North Africa,Yemen,Fruits,Offline,L,980501306,980,9.33,6.92,9143.4,6781.6,2361.8
Europe,Romania,Fruits,Online,M,858138072,980,9.33,6.92,9143.4,6781.6,2361.8
Sub-Saharan Africa,South Sudan,Fruits,Offline,L,613411605,980,9.33,6.92,9143.4,6781.6,2361.8
Middle East and North Africa,Tunisia ,Fruits,Offline,M,361859023,981,9.33,6.92,9152.73,6788.52,2364.21
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,L,117132556,981,9.33,6.92,9152.73,6788.52,2364.21
Sub-Saharan Africa,Burkina Faso,Fruits,Online,C,405316388,981,9.33,6.92,9152.73,6788.52,2364.21
Sub-Saharan Africa,Seychelles ,Fruits,Offline,M,894769322,981,9.33,6.92,9152.73,6788.52,2364.21
Middle East and North Africa,Yemen,Fruits,Offline,L,650042855,981,9.33,6.92,9152.73,6788.52,2364.21
Asia,Singapore,Fruits,Offline,C,118315303,982,9.33,6.92,9162.06,6795.44,2366.62
Sub-Saharan Africa,Sudan,Fruits,Offline,H,852494704,982,9.33,6.92,9162.06,6795.44,2366.62
Europe,San Marino,Fruits,Offline,C,197221171,982,9.33,6.92,9162.06,6795.44,2366.62
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Offline,M,398490273,982,9.33,6.92,9162.06,6795.44,2366.62
Europe,Poland,Fruits,Online,C,809037339,982,9.33,6.92,9162.06,6795.44,2366.62
Asia,Malaysia,Fruits,Online,M,681030738,984,9.33,6.92,9180.72,6809.28,2371.44
Sub-Saharan Africa,Chad,Fruits,Offline,M,602124869,984,9.33,6.92,9180.72,6809.28,2371.44
Sub-Saharan Africa,Zambia,Fruits,Online,C,479761636,984,9.33,6.92,9180.72,6809.28,2371.44
Sub-Saharan Africa,South Africa,Fruits,Offline,L,803393971,984,9.33,6.92,9180.72,6809.28,2371.44
Asia,Turkmenistan,Fruits,Online,M,315123784,985,9.33,6.92,9190.05,6816.2,2373.85
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Offline,H,559850251,985,9.33,6.92,9190.05,6816.2,2373.85
Sub-Saharan Africa,Eritrea,Fruits,Offline,M,848034083,985,9.33,6.92,9190.05,6816.2,2373.85
Sub-Saharan Africa,Tanzania,Fruits,Online,L,761119353,985,9.33,6.92,9190.05,6816.2,2373.85
Europe,Belgium,Fruits,Online,C,516392886,985,9.33,6.92,9190.05,6816.2,2373.85
North America,Mexico,Fruits,Online,L,970397317,985,9.33,6.92,9190.05,6816.2,2373.85
Asia,Taiwan,Fruits,Offline,M,926939952,985,9.33,6.92,9190.05,6816.2,2373.85
Sub-Saharan Africa,Ethiopia,Fruits,Online,H,517575633,986,9.33,6.92,9199.38,6823.12,2376.26
Middle East and North Africa,Algeria,Fruits,Online,M,272849166,986,9.33,6.92,9199.38,6823.12,2376.26
Australia and Oceania,Nauru,Fruits,Offline,C,395212399,986,9.33,6.92,9199.38,6823.12,2376.26
Australia and Oceania,Samoa ,Fruits,Offline,L,352937781,987,9.33,6.92,9208.71,6830.04,2378.67
Europe,Finland,Fruits,Offline,L,431843650,987,9.33,6.92,9208.71,6830.04,2378.67
Middle East and North Africa,Iran,Fruits,Offline,M,230574548,987,9.33,6.92,9208.71,6830.04,2378.67
Middle East and North Africa,Azerbaijan,Fruits,Online,H,842390716,987,9.33,6.92,9208.71,6830.04,2378.67
Australia and Oceania,Nauru,Fruits,Offline,L,964753949,987,9.33,6.92,9208.71,6830.04,2378.67
Sub-Saharan Africa,Liberia,Fruits,Offline,H,433026397,988,9.33,6.92,9218.04,6836.96,2381.08
Central America and the Caribbean,Antigua and Barbuda ,Fruits,Online,H,879021966,988,9.33,6.92,9218.04,6836.96,2381.08
Australia and Oceania,New Zealand,Fruits,Offline,M,634295499,988,9.33,6.92,9218.04,6836.96,2381.08
Europe,France,Fruits,Offline,L,101385200,988,9.33,6.92,9218.04,6836.96,2381.08
Australia and Oceania,Kiribati,Fruits,Offline,M,346111667,988,9.33,6.92,9218.04,6836.96,2381.08
Australia and Oceania,Solomon Islands,Fruits,Online,M,592020881,989,9.33,6.92,9227.37,6843.88,2383.49
Sub-Saharan Africa,Kenya,Fruits,Online,L,383925664,990,9.33,6.92,9236.7,6850.8,2385.9
Central America and the Caribbean,The Bahamas,Fruits,Offline,C,218105065,990,9.33,6.92,9236.7,6850.8,2385.9
Sub-Saharan Africa,The Gambia,Fruits,Online,M,995741832,990,9.33,6.92,9236.7,6850.8,2385.9
Asia,Cambodia,Fruits,Online,M,837930095,991,9.33,6.92,9246.03,6857.72,2388.31
Asia,Bangladesh,Fruits,Online,H,549746263,991,9.33,6.92,9246.03,6857.72,2388.31
Sub-Saharan Africa,Kenya,Fruits,Online,M,953467214,992,9.33,6.92,9255.36,6864.64,2390.72
Middle East and North Africa,Libya,Fruits,Offline,L,996924579,992,9.33,6.92,9255.36,6864.64,2390.72
Middle East and North Africa,Morocco,Fruits,Online,M,666466128,993,9.33,6.92,9264.69,6871.56,2393.13
Central America and the Caribbean,Honduras,Fruits,Online,L,421739661,993,9.33,6.92,9264.69,6871.56,2393.13
Central America and the Caribbean,Grenada,Fruits,Online,L,133555829,993,9.33,6.92,9264.69,6871.56,2393.13
Sub-Saharan Africa,Malawi,Fruits,Offline,H,911192595,993,9.33,6.92,9264.69,6871.56,2393.13
Europe,Monaco,Fruits,Offline,H,832286727,993,9.33,6.92,9264.69,6871.56,2393.13
Asia,Bhutan,Fruits,Online,C,788829362,993,9.33,6.92,9264.69,6871.56,2393.13
Middle East and North Africa,Tunisia ,Fruits,Online,L,342833793,993,9.33,6.92,9264.69,6871.56,2393.13
Asia,Kazakhstan,Fruits,Offline,H,465197026,993,9.33,6.92,9264.69,6871.56,2393.13
Sub-Saharan Africa,Angola,Fruits,Offline,C,667648875,994,9.33,6.92,9274.02,6878.48,2395.54
Europe,Montenegro,Fruits,Offline,H,501828277,994,9.33,6.92,9274.02,6878.48,2395.54
Sub-Saharan Africa,Seychelles ,Fruits,Online,M,545285642,994,9.33,6.92,9274.02,6878.48,2395.54
Europe,Poland,Fruits,Online,H,790012109,994,9.33,6.92,9274.02,6878.48,2395.54
Europe,Liechtenstein,Fruits,Online,C,825460612,994,9.33,6.92,9274.02,6878.48,2395.54
Sub-Saharan Africa,Mali,Fruits,Offline,H,580734145,994,9.33,6.92,9274.02,6878.48,2395.54
Europe,Malta,Fruits,Offline,L,783185994,995,9.33,6.92,9283.35,6885.4,2397.95
Middle East and North Africa,Somalia,Fruits,Online,H,293733060,995,9.33,6.92,9283.35,6885.4,2397.95
Asia,North Korea,Fruits,Offline,L,704280126,995,9.33,6.92,9283.35,6885.4,2397.95
Asia,Indonesia,Fruits,Offline,M,985637843,996,9.33,6.92,9292.68,6892.32,2400.36
Europe,Netherlands,Fruits,Online,M,410452926,997,9.33,6.92,9302.01,6899.24,2402.77
Middle East and North Africa,United Arab Emirates,Fruits,Offline,C,820999991,997,9.33,6.92,9302.01,6899.24,2402.77
Sub-Saharan Africa,Tanzania,Fruits,Offline,C,742094123,997,9.33,6.92,9302.01,6899.24,2402.77
Asia,Maldives,Fruits,Online,M,901088607,998,9.33,6.92,9311.34,6906.16,2405.18
Asia,Taiwan,Fruits,Offline,M,577456271,998,9.33,6.92,9311.34,6906.16,2405.18
Asia,Kyrgyzstan,Fruits,Online,H,612904775,998,9.33,6.92,9311.34,6906.16,2405.18
Sub-Saharan Africa,Botswana,Fruits,Offline,H,245815074,998,9.33,6.92,9311.34,6906.16,2405.18
Europe,Sweden,Fruits,Offline,L,944545972,998,9.33,6.92,9311.34,6906.16,2405.18
Europe,Armenia,Fruits,Offline,C,778725373,998,9.33,6.92,9311.34,6906.16,2405.18
Asia,Philippines,Fruits,Online,M,289272439,998,9.33,6.92,9311.34,6906.16,2405.18
Europe,Romania,Fruits,Online,M,368178308,998,9.33,6.92,9311.34,6906.16,2405.18
Asia,Singapore,Fruits,Online,H,858813989,999,9.33,6.92,9320.67,6913.08,2407.59
Australia and Oceania,Kiribati,Fruits,Online,C,657544887,999,9.33,6.92,9320.67,6913.08,2407.59
Sub-Saharan Africa,Burkina Faso,Fruits,Offline,C,815356624,999,9.33,6.92,9320.67,6913.08,2407.59
Sub-Saharan Africa,Djibouti,Fruits,Offline,H,779908120,999,9.33,6.92,9320.67,6913.08,2407.59
Sub-Saharan Africa,Equatorial Guinea,Fruits,Offline,C,449449670,1000,9.33,6.92,9330,6920,2410
Sub-Saharan Africa,Central African Republic,Fruits,Online,L,773082005,1000,9.33,6.92,9330,6920,2410
Asia,Myanmar,Fruits,Online,C,240171706,1000,9.33,6.92,9330,6920,2410
Asia,Thailand,Fruits,Offline,H,816539371,1000,9.33,6.92,9330,6920,2410
Middle East and North Africa,Bahrain,Fruits,Online,H,162448585,1001,9.33,6.92,9339.33,6926.92,2412.41
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Online,L,730807387,1001,9.33,6.92,9339.33,6926.92,2412.41
Sub-Saharan Africa,Uganda,Fruits,Offline,H,320260322,1001,9.33,6.92,9339.33,6926.92,2412.41
North America,Greenland,Fruits,Online,H,241354453,1001,9.33,6.92,9339.33,6926.92,2412.41
Central America and the Caribbean,Antigua and Barbuda ,Fruits,Online,M,529538285,1001,9.33,6.92,9339.33,6926.92,2412.41
Europe,Ukraine,Fruits,Offline,H,853170621,1001,9.33,6.92,9339.33,6926.92,2412.41
Central America and the Caribbean,Costa Rica,Fruits,Online,H,487263667,1002,9.33,6.92,9348.66,6933.84,2414.82
Sub-Saharan Africa,The Gambia,Fruits,Offline,L,976716601,1002,9.33,6.92,9348.66,6933.84,2414.82
Asia,Turkmenistan,Fruits,Offline,L,155622470,1002,9.33,6.92,9348.66,6933.84,2414.82
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Offline,M,400348937,1002,9.33,6.92,9348.66,6933.84,2414.82
Central America and the Caribbean,The Bahamas,Fruits,Online,C,768621385,1003,9.33,6.92,9357.99,6940.76,2417.23
Europe,Kosovo,Fruits,Online,L,567352283,1003,9.33,6.92,9357.99,6940.76,2417.23
Sub-Saharan Africa,Ghana,Fruits,Offline,L,646258151,1003,9.33,6.92,9357.99,6940.76,2417.23
North America,Mexico,Fruits,Online,C,480437552,1003,9.33,6.92,9357.99,6940.76,2417.23
Australia and Oceania,Nauru,Fruits,Online,C,805252635,1004,9.33,6.92,9367.32,6947.68,2419.64
Europe,Macedonia,Fruits,Online,M,194619214,1005,9.33,6.92,9376.65,6954.6,2422.05
Central America and the Caribbean,Jamaica,Fruits,Online,C,972255980,1005,9.33,6.92,9376.65,6954.6,2422.05
Central America and the Caribbean,Grenada,Fruits,Offline,C,684072148,1005,9.33,6.92,9376.65,6954.6,2422.05
Europe,Liechtenstein,Fruits,Online,H,806435382,1005,9.33,6.92,9376.65,6954.6,2422.05
Sub-Saharan Africa,Mali,Fruits,Online,M,561708915,1005,9.33,6.92,9376.65,6954.6,2422.05
Australia and Oceania,Samoa ,Fruits,Offline,C,762978017,1005,9.33,6.92,9376.65,6954.6,2422.05
Middle East and North Africa,Morocco,Fruits,Offline,L,316982448,1005,9.33,6.92,9376.65,6954.6,2422.05
Central America and the Caribbean,Jamaica,Fruits,Online,L,641797530,1006,9.33,6.92,9385.98,6961.52,2424.46
Sub-Saharan Africa,Namibia,Fruits,Offline,M,519434297,1006,9.33,6.92,9385.98,6961.52,2424.46
Asia,Indonesia,Fruits,Online,L,966612613,1007,9.33,6.92,9395.31,6968.44,2426.87
Middle East and North Africa,Somalia,Fruits,Online,M,844249379,1007,9.33,6.92,9395.31,6968.44,2426.87
Australia and Oceania,Vanuatu,Fruits,Online,L,390244948,1007,9.33,6.92,9395.31,6968.44,2426.87
Central America and the Caribbean,Nicaragua,Fruits,Online,M,311339080,1007,9.33,6.92,9395.31,6968.44,2426.87
Sub-Saharan Africa,Madagascar,Fruits,Online,L,182149732,1008,9.33,6.92,9404.64,6975.36,2429.28
Europe,Romania,Fruits,Offline,C,679611527,1008,9.33,6.92,9404.64,6975.36,2429.28
Central America and the Caribbean,Haiti,Fruits,Offline,H,592696797,1008,9.33,6.92,9404.64,6975.36,2429.28
Sub-Saharan Africa,Mauritius ,Fruits,Offline,C,470333564,1008,9.33,6.92,9404.64,6975.36,2429.28
Middle East and North Africa,Libya,Fruits,Offline,C,837423264,1008,9.33,6.92,9404.64,6975.36,2429.28
Asia,Japan,Fruits,Online,L,636154162,1008,9.33,6.92,9404.64,6975.36,2429.28
Middle East and North Africa,Qatar,Fruits,Offline,C,795148646,1009,9.33,6.92,9413.97,6982.28,2431.69
Sub-Saharan Africa,Nigeria,Fruits,Offline,L,428058946,1009,9.33,6.92,9413.97,6982.28,2431.69
Sub-Saharan Africa,Botswana,Fruits,Offline,M,226789844,1009,9.33,6.92,9413.97,6982.28,2431.69
Asia,Maldives,Fruits,Offline,L,882063376,1009,9.33,6.92,9413.97,6982.28,2431.69
Central America and the Caribbean,Trinidad and Tobago,Fruits,Online,H,838606011,1009,9.33,6.92,9413.97,6982.28,2431.69
Sub-Saharan Africa,Mauritius ,Fruits,Offline,L,139875113,1009,9.33,6.92,9413.97,6982.28,2431.69
Sub-Saharan Africa,Seychelles ,Fruits,Online,L,385784327,1010,9.33,6.92,9423.3,6989.2,2434.1
Central America and the Caribbean,Trinidad and Tobago,Fruits,Online,H,508147561,1010,9.33,6.92,9423.3,6989.2,2434.1
Middle East and North Africa,Qatar,Fruits,Online,L,464690196,1010,9.33,6.92,9423.3,6989.2,2434.1
Europe,Monaco,Fruits,Offline,M,342326962,1010,9.33,6.92,9423.3,6989.2,2434.1
Asia,Singapore,Fruits,Online,M,509330308,1011,9.33,6.92,9432.63,6996.12,2436.51
Europe,Poland,Fruits,Offline,H,300052344,1011,9.33,6.92,9432.63,6996.12,2436.51
Europe,Bulgaria,Fruits,Offline,C,386967074,1011,9.33,6.92,9432.63,6996.12,2436.51
Europe,Slovenia,Fruits,Online,M,876420009,1011,9.33,6.92,9432.63,6996.12,2436.51
Sub-Saharan Africa,Burkina Faso,Fruits,Offline,C,465872943,1011,9.33,6.92,9432.63,6996.12,2436.51
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,L,789505279,1011,9.33,6.92,9432.63,6996.12,2436.51
Sub-Saharan Africa,Angola,Fruits,Offline,C,177689111,1011,9.33,6.92,9432.63,6996.12,2436.51
Sub-Saharan Africa,Sudan,Fruits,Online,M,913051259,1012,9.33,6.92,9441.96,7003.04,2438.92
Europe,Ukraine,Fruits,Offline,M,834145390,1012,9.33,6.92,9441.96,7003.04,2438.92
Europe,Albania,Fruits,Offline,L,380140960,1012,9.33,6.92,9441.96,7003.04,2438.92
Europe,Andorra,Fruits,Offline,M,949682509,1013,9.33,6.92,9451.29,7009.96,2441.33
Sub-Saharan Africa,Chad,Fruits,Online,L,993139874,1013,9.33,6.92,9451.29,7009.96,2441.33
Asia,Turkmenistan,Fruits,Offline,H,136597239,1014,9.33,6.92,9460.62,7016.88,2443.74
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,L,950865256,1015,9.33,6.92,9469.95,7023.8,2446.15
Australia and Oceania,Federated States of Micronesia,Fruits,Online,M,216685855,1015,9.33,6.92,9469.95,7023.8,2446.15
Europe,Croatia,Fruits,Online,M,295591723,1015,9.33,6.92,9469.95,7023.8,2446.15
Asia,Uzbekistan,Fruits,Offline,L,375680339,1016,9.33,6.92,9479.28,7030.72,2448.56
Middle East and North Africa,Algeria,Fruits,Offline,C,663864171,1016,9.33,6.92,9479.28,7030.72,2448.56
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,M,620406806,1016,9.33,6.92,9479.28,7030.72,2448.56
Sub-Saharan Africa,Djibouti,Fruits,Online,H,289948356,1017,9.33,6.92,9488.61,7037.64,2450.97
Australia and Oceania,Nauru,Fruits,Online,C,455768954,1017,9.33,6.92,9488.61,7037.64,2450.97
Australia and Oceania,Kiribati,Fruits,Online,L,737126672,1018,9.33,6.92,9497.94,7044.56,2453.38
Australia and Oceania,New Zealand,Fruits,Online,C,125310504,1018,9.33,6.92,9497.94,7044.56,2453.38
North America,United States of America,Fruits,Online,L,370036971,1018,9.33,6.92,9497.94,7044.56,2453.38
Sub-Saharan Africa,Equatorial Guinea,Fruits,Online,H,859489905,1018,9.33,6.92,9497.94,7044.56,2453.38
Sub-Saharan Africa,Gabon,Fruits,Offline,H,247673738,1018,9.33,6.92,9497.94,7044.56,2453.38
Middle East and North Africa,Lebanon,Fruits,Online,M,248856484,1019,9.33,6.92,9507.27,7051.48,2455.79
Europe,Italy,Fruits,Offline,C,738309419,1019,9.33,6.92,9507.27,7051.48,2455.79
Central America and the Caribbean,Dominican Republic,Fruits,Online,L,615946185,1019,9.33,6.92,9507.27,7051.48,2455.79
Sub-Saharan Africa,Mauritius ,Fruits,Online,H,451308333,1020,9.33,6.92,9516.6,7058.4,2458.2
Sub-Saharan Africa,Kenya,Fruits,Offline,C,774940669,1020,9.33,6.92,9516.6,7058.4,2458.2
Asia,Bangladesh,Fruits,Offline,L,940761268,1020,9.33,6.92,9516.6,7058.4,2458.2
Europe,Kosovo,Fruits,Offline,C,407850968,1020,9.33,6.92,9516.6,7058.4,2458.2
Central America and the Caribbean,The Bahamas,Fruits,Online,H,609120070,1020,9.33,6.92,9516.6,7058.4,2458.2
Australia and Oceania,Solomon Islands,Fruits,Offline,L,652577435,1020,9.33,6.92,9516.6,7058.4,2458.2
Middle East and North Africa,Egypt,Fruits,Online,H,242030370,1020,9.33,6.92,9516.6,7058.4,2458.2
Asia,Bangladesh,Fruits,Offline,M,610302817,1021,9.33,6.92,9525.93,7065.32,2460.61
Central America and the Caribbean,Panama,Fruits,Offline,M,531396949,1021,9.33,6.92,9525.93,7065.32,2460.61
Europe,Moldova ,Fruits,Online,C,653760182,1021,9.33,6.92,9525.93,7065.32,2460.61
Middle East and North Africa,Qatar,Fruits,Offline,H,445664966,1022,9.33,6.92,9535.26,7072.24,2463.02
Europe,Monaco,Fruits,Online,L,323301732,1022,9.33,6.92,9535.26,7072.24,2463.02
Asia,China,Fruits,Online,M,568028199,1022,9.33,6.92,9535.26,7072.24,2463.02
Europe,Luxembourg,Fruits,Online,L,935117900,1022,9.33,6.92,9535.26,7072.24,2463.02
Europe,Latvia,Fruits,Offline,M,646934068,1022,9.33,6.92,9535.26,7072.24,2463.02
Asia,Kazakhstan,Fruits,Online,L,856212031,1022,9.33,6.92,9535.26,7072.24,2463.02
Central America and the Caribbean,Grenada,Fruits,Offline,H,524570834,1022,9.33,6.92,9535.26,7072.24,2463.02
Europe,Liechtenstein,Fruits,Online,H,316475617,1023,9.33,6.92,9544.59,7079.16,2465.43
Middle East and North Africa,Saudi Arabia,Fruits,Offline,C,115206515,1023,9.33,6.92,9544.59,7079.16,2465.43
Europe,Poland,Fruits,Offline,L,281027114,1023,9.33,6.92,9544.59,7079.16,2465.43
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,H,770480048,1023,9.33,6.92,9544.59,7079.16,2465.43
Sub-Saharan Africa,Niger,Fruits,Offline,H,599016082,1025,9.33,6.92,9563.25,7093,2470.25
Europe,Serbia,Fruits,Offline,M,808294045,1025,9.33,6.92,9563.25,7093,2470.25
Asia,Indonesia,Fruits,Online,C,476652848,1025,9.33,6.92,9563.25,7093,2470.25
Europe,Romania,Fruits,Offline,C,189651763,1026,9.33,6.92,9572.58,7099.92,2472.66
Asia,Maldives,Fruits,Offline,C,722562062,1026,9.33,6.92,9572.58,7099.92,2472.66
Sub-Saharan Africa,Senegal,Fruits,Offline,H,556741464,1026,9.33,6.92,9572.58,7099.92,2472.66
Middle East and North Africa,United Arab Emirates,Fruits,Online,M,312014997,1026,9.33,6.92,9572.58,7099.92,2472.66
Sub-Saharan Africa,Benin,Fruits,Online,L,967288529,1026,9.33,6.92,9572.58,7099.92,2472.66
Europe,Romania,Fruits,Offline,C,759193313,1027,9.33,6.92,9581.91,7106.84,2475.07
Middle East and North Africa,Yemen,Fruits,Online,H,881556546,1027,9.33,6.92,9581.91,7106.84,2475.07
Asia,Philippines,Fruits,Offline,C,680287444,1027,9.33,6.92,9581.91,7106.84,2475.07
